	Id	Text	Label
26	1244181629784002561	trump wrong bed election shut virus!cdc issue domestic travel advisory coronavirus death double day httpurl	1
27	1246972644416786440	# workplace close month apr curb spread covid-19 & singapore morning # news need know page april sarscovs # coronavirus # covip19 # independentjournalism cambodia httpurl	0
28	1241782755412914177	kentucky republican rand paul senator test positive covid-19 house member diaz balart r fl mcadams d ut test positive coronavirus earlier month	1
29	1245114106497163270	write fp @user & @user pen case lift iran sanx covid pandemic mark rich smart & influential advocate max pressure policy worth reading thought httpurl	0
30	1236091525102268419	place philly family live general area travel friend send floor doylestown hospital quarantine central buck school district shut coronavirus arrive wth	0
31	1236148083504775168	friday aipac announce attendee test positive covid-19 coronavirus mike pence mitch mcconnell attendance self quarantine attendee httpurl	1
32	1235899315207450625	coronavirus spread democratic republic congo discharge ebola patient httpurl	0
33	1245292834057576448	city stl start track positive case covid19 zip code @user info morning live city hall # tisl httpurl	0
34	1245880624482664449	thread join speak human right lawyer @user infectious disease doctor daisy tagarda gov't eye mass testing suspect covid-19 case april nbi probe netizen spread fake news dr . tagarda share story frontline httpurl	0
35	1241182759449739265	check email visit residence life plan detail stay check httpurl httpurl	0
36	1245863053662367747	lss choice crisis hotline available help experience domesticviolence franklin county love hurt # lssnetworkofhope expert fear domestic violence case rise coronavirus outbreak httpurl	0
37	1238874923965136896	surgeongeneral say % % recover # coronavirusupdate coronavirus httpurl % recover world economy shut medium lie virus % mortality rate nwo control plan	0
38	1249803325199040515	inside louisiana horrifying cancer alley stretch pollution environmental racism deal high coronavirus death rate country httpurl james pasley apr pm continue httpurl	0
39	1242812989130055680	@user issue stay home order issue vt httpurl effective today april 15th read order business deem essential # vermontstrong # thankyourgrocer # thankyournurse # thankyourdoctor # stayhome	0
40	1245771047435218945	@user @user @user relief hospital provide federal government federal protocol govern admit guess fed keen ensure non - coronavirus case admit hospital @user corona patient regular hospital	0
41	1244578159976054785	st . xavier school shivajinagar st . lourdes school cubbonpet st . lourdes school halasuru ulsoor share #	0
42	1236152372088442880	usat aipac say pple dc conf attend pence & test positive coronavirus american israel public affairs committee tell conf attendee include lawmaker conf goer test positive covid-19 httpurl	1
43	1245730086457876487	motorhomes rv overwork healthcare worker thought occur read # healthcare worker overwork tired shift b anxious bring covid19 family c case s httpurl	0
44	1236128441956630534	australia melbourne gp clinic close doctor test positive coronavirus see patient month abc news httpurl	1
45	1245717847415930880	senator loeffler husband sell share retail store lululemon t.j . maxx invest company make covid-19 protective garment case governor wonder price gouging ppe product halt httpurl	0
46	1241410720555765762	georgia coronavirus age chaos bad news mount death patient cruise ship + covid land atlanta flight find test positive sick cdc screen remain patient & release fly home crazy httpurl	1
47	1245640235871956993	accord cmo lucknow dr narendra agarwal sample take people attend tabglighi jamaat event people test negative covid19 @user	1
48	1246018084478939136	update indian # rupee fall # dollar recently indian # coronavirus case risk exponentially grow manufacturing slowing usdinr rise face fade momentum # india # rbi httpurl	0
49	1245863461646561282	yemen case show yemen god forbid hold saudico regime & master responsibility game gestapo biological warfare go break people yemen cholera & diptheria example httpurl	0
50	1244711847074213889	divide coronavirus stimulus package population america remember virus announce day attack   httpurl	0
51	1236113067039027200	mathematically overall death rate % dead case death rate china % death rate s. korea % death rate iran horrific % httpurl	1
52	1242841682648936449	california highway patrol officer station oakland test positive coronavirus late bay area law enforcement officer diagnose virus authority say httpurl	1
53	1243534385598496768	sad # coronavirusindia suicide man commit suicide coronavirus suspicion dakshina karnataka middle aged man uppoor village neighbour udupi district end life wednesday suspect covid-19 infection pti	1
54	1237344256458657792	bad politically correct gang pawn un @user promote spread virus international travel canada ontario confirm new covid-19 case httpurl	1
55	1241636547365134336	read incredibly worrying covid-19 case confirm gaza geno feel bad paul lol good eye old man	1
56	1236183073273688064	hear news employee bgc specifically netlima building work test positive bgc friend hangout buddy ex - officemate colleague work guy care vigilant	1
57	1245659811108159495	come & stop hateful useless episode especially time disaster corona virus stop hate & shameful & disgraceful action adam schiff forget & stop hating especially time disaster corona virus	0
58	1250494185729335296	@user remember imaginary extra police hospital imaginary help sme self employ imaginary # test imaginary # ppe imaginary ventilator invisible care home death httpurl	0
59	1241313082376425472	corona virus case ghana move like eve people dance move forward come forward covid_19 case ehii	0
60	1241179161588387840	update effort secure covid-19 test kit city mobile httpurl	0
61	1251869634279718915	@user mr president ask evers wisconsin open economy lockdown death attribute covid-19 think inflated number year entire death hotbed need open	1
62	1245672947873918976	health care worker % confirm covid-19 case ontario @user learn government datum include doctor nurse paramedic personal support worker long term care home staff health care professional httpurl	0
63	1244533791399575552	delighted hear friend discharge hospital have covid-19 hear husband home & have brew fighter linda wish family good health love x # localradio # darloradio httpurl	1
64	1241173784272363525	like everybody hunkered moment @user talk local olympian concern training amid coronavirus shutdown httpurl	0
65	1246037020641640449	@user trump friend veteran trump advise covid-19 aircraft carrier theodore roosevelt trump say soldier suffer tbi headache bomb soldier want % raise unpatriotic like soldier pow deported httpurl	0
66	1241164368588328961	washington state new covid19 case total source @user growth appear linear look unclear day look decent seattlecoronavirus httpurl	1
67	1245890265447043074	mike dudley know pastor baltimore old die day diagnose covid-19 talk family legacy leave heart wrench reality virus die hosptial w family httpurl	1
68	1241135058569900036	evening notify member office vice president test positive coronavirus pence press secretary katie miller say statement	1
69	1247111405276483585	# breaking ministry health monday announce religious gathering cluster covid19 take place kuching sarawak death positive case record httpurl httpurl	1
70	1241595312730497029	governor issue presser case oyo state # fmoh @user show gap coordination unwarranted gap leave dent case nigeria case nigeria oyo case count	1
71	1245721411676758018	attn srls upcome free webinar april 7th topic covid-19 relate information srl adjournment legal paperwork & urgent case lead julie family lawyer aisha amjad & georgette makhoul detail facebook page httpurl # a2j httpurl	0
72	1236104801244438528	trump hope warm weather kill superbug case sar notice west coast appear epicentre covid related death ask mr . prez	0
73	1245874722988085248	@user @user lead sarah sit info month lie create world big clusterfu#k try manage hear trump joke # trumpliespeopledie	0
74	1243101268597280768	# coronavirus positive case confirm telangana today positive case doctor domalguda hyderabad & 3rd old male resident qutbullapur medchal number covid19 case ts increase httpurl	1
75	1247736993238433792	covid-19 jesus stop great doctor doctor doctor dear black african < < sheep > > jesus christ doctor doctor go fact priest bishop nun die corona virus httpurl	1
76	1245869543517376512	hmm oh # biden oppose medicareforall # pandemic far see people lose job & # healthinsurance & say veto pass congress # nojoe # nomiddleground # dnckillsvoter #	0
77	1246422722428583936	reversal human human transmission emergency pheic need travel restriction need universal mask wear happen un put politic infront human life	0
78	1244910753297006592	recovery department health report new covid-19 recovery bring total number recover patient stay home # covid19ph httpurl	1
79	1236484280886403073	httpurl coronavirus experiment go wrong wuhan lab leak expose chinese scientist suspicion origin virus	0
80	1241987899840696320	suspect food retail sale lot jersey supermarket need people crisis develop comfort hospitality & non food retail staff lose job maybe	0
81	1241241557245857797	coronavirus case boko haram work home httpurl	0
82	1241083119832268801	montco pa coronavirus update- encourage people advantage mile trail county continue use social distancing	0
83	1243163310356418568	hometown heroes meet new jersey restaurant owner take credit line continue pay employee covid-19 closing httpurl	0
84	1240801912955392000	cdc say n95 mask hrs continuous intermittent use discard interaction w infected patient dr say give use indefinitely spray w/ lysol wipe unsure help #	0
85	1241591882465107968	"@user plz convince catholic church esp ft lauderdale stop allow gatherings!we know person attend church belief that""god offer protection home & people # socialdistancingfail # coronavirususa"	0
86	1242860829969715200	dr . morrison positive covid-19 test pei close test conduct wait result # pei	1
87	1242791355644030976	rwanda trace covid19 case kenya uganda confirm case link kenya # ukweliusemwe	1
88	1241492383356915715	break | florida add new case covid-19 today new death roughly % case state come palm beach broward miami dade county @user # coronavirus httpurl	1
89	1241677885808795651	btw confirm case covid19 aziz bhatti & son test positive spain & italy return people swarm hospital mask & come opds minor illness state affair end	1
90	1236143874004877314	pence mcconnell attend aipac conference attendee test positive coronavirus wtp2020 # wtpteam wtpebrc httpurl	1
91	1241036936560676867	capitol building house office building senate office building demand nov2020 election & primary leave mail elecx process # burisma=.@user	0
92	1249502697352581120	story covid-19 effect western new york largely mind numb datum provide day day national state county municipal level sunday death notice buffalo news tell different story httpurl	0
93	1238285142302441472	happen nice person virus joke bad hope fatal case   canadian pm justin trudeau wife sophie test positive coronavirus official httpurl	1
94	1245951063842148352	dear @user idiot hear pandemic kill thousand resident football love country let organization country decide competion base science expert ' advise httpurl	0
95	1245893820534923265	indonesia free inmate record highest coronavirus death toll asia china httpurl	0
96	1241123604097454080	break new case covid19 bc bring provincial total new death dr . bonnie henry say line worker get infect nice word work clock help @user	1
97	1241682205048541185	thing help stop spread coronavirus wash handsflexed bicep cough sneeze elbow touch face straight ruler stay ft m away house garden stay home feel sick coronafreepakistan	0
98	1244605203434950656	monday moment scoop side story httpurl thank @user @user + @user @user @user journos + inspiration casano case # coco @user # covid_19	0
99	1241041852515614721	second case covid-19 # pei travel air canada flight toronto charlottetown leave toronto march arrive pei	1
100	1245854723866910720	@user measure dr total positive test datum sars swine flu influenza cdc total estimate case use equation covid19 like %	0
101	1241628385056444418	old man pass away bihar today kidney failure test positive munger die yesterday aiims patna return kolkata day dr . prabhat kumar singh aiims patna bihar	1
102	1241193660823359488	freebird httpurl # coronavirus time freebird # budweiser song want hear	0
103	1241782730087714818	late # coronavirus death spain jump % day italy death toil reach global case double week german economy shrink % bild say china case show symptom	1
104	1245829491064287233	sad nigerian medical doctor die coronavirus united kingdom compromise # washyourhand staysafe # stayhome # socialdistancing httpurl	1
105	1237947244331954176	stephen harper mike pence attend conference test positive covid-19 httpurl	1
106	1247024517941268481	new news covid-19 trump call p.m. news conference biden video town hall p.m. political good news trump give biden lot material truthful ugly campaign ad @user @user	0
107	1245906591486001155	end college football season regardless death toll south rise deplorable # collegefootball # coronavirus	0
108	1245709193895706626	covid-19 care card great way plan day motivate build positive outlook work learn home # stayhomesavelive httpurl	0
109	1238918620413116416	increase covid-19 case day europe portugal % estonia % finland % uk % czechia % austria ireland % slovenia % germany france belgium % spain switzerland % italy greece % netherlands romania % sweden % iceland % norway % denmark %	0
110	1242910874953809923	happen mayor @user @user commissioner les miller county administrator mike merrill live provide update covid-19 follow today meeting hillsborough county emergency policy group watch httpurl httpurl	0
111	1241672591980425216	brenda murphy publish case covid infection school pandemic start & entire world learn time physically deal covid-19 & write paper time # closeschoolsnow	0
112	1241064367887613954	correction pa new case covid-19 bring statewide total case say pa health secretary dr . rachel levine double new case wednesday	1
113	1247341639712083969	fauci say worry say 2)no need wear mask say propose president effective fauci expert infectious disease wonder healthcare system failing.#firefauci	0
114	1247076840621125632	man coronavirus die balkh province provincial health official confirm monday add old die hospital die home far people die coronavirus balkh province # afghanistan httpurl	1
115	1242087505412919302	@user right deep state # drfauci unnecessarily negative optimism hope remedy crisis negativity fuel left narrative dr . oz jaw drop hopeful coronavirus trial result httpurl	0
116	1236132820042551306	@user @user near stanford let santa clara county border end palo alto find stanford doctor get infect plague zone till case stop multiply feel safe sf covid19 life	0
117	1241420552943702016	# worldend april know truth asteroid approx km km size fly past earth safe distance mile expected speed mph asteroid # corona # coronavirus httpurl	0
118	1241773598903283719	iraq sunday impose total nationwide lockdown march fight novel # coronavirus number case grow death toll climb	1
119	1236079389034663936	coronavirus md . update ask village rockville retirement community feb . noon-6pm health provider test date md people test negative positive test pende @user httpurl	1
120	1236147161156521985	korean air flight attendant confirm coronavirus crew korea la . diagnose return korea	1
121	1236509902333284352	country like japan test lose war covid19 south korea italy uk carry large test s.korea test italy test test suspect people like remove mine ground	1
122	1241123700197466112	infographic show spread covid19 outside china # ireland confirm case death brave healthcare work volunteer community give contain virus assist difficult moment source bbc jhu httpurl	1
123	1241377862164328454	update covid19 africa new cases nc nc s. africa nc burkina faso nc nigeria nc togo nc tunisia nc dr congo nc ivory coast nc ghana nc cabo verde nc nc zimbabwe nc algeria nc angola nc liberia	1
124	1246035478857555970	instead hunger kill man inside house laidis e beta guy man kuku coronavirus ontop de hustle street way man chow hospital plus possibility survival government say stay indoor bele	0
125	1245902586340933645	fragile   coronavirus patient success story old woman spend day ventilator discharge today st . david south austin medical center day coronavirus	1
126	1243545889370759178	ctso run manufacturing plant cytosorbent share % cytosorb covid-19 patient list srne bcrx	0
127	1246011700735668228	@user confirm lowlife scumbag hanson voting type alive thrive # racialabuse australia # noroomforracist # hansonsonenation # @user httpurl	0
128	1247875653908791298	accord httpurl positive covid-19 case yesterday pie chart show relative state httpurl	1
129	1241171749963735040	# breaking wolf administration delay enforcement non - life sustain business pennsylvania close physical location slow spread covid-19 enforcement start monday march 23rd httpurl httpurl	0
130	1241183167199031296	covid-19 dami na outbreak past year lahat yun nalampasan ng earth	0
131	1245845214679445505	@user tell february 3rd military people die coronavirus february 4th send medical supply need china httpurl	0
132	1246030193178734593	coronavirus world map country case death httpurl httpurl	0
133	1236119372092956673	colorado coronavirus case total patient announce quarantine italy italy italy httpurl	1
134	1246549152248541193	today transport covid positive patient hse hospital dedicated team step play prepare difficult week ahead strong httpurl	1
135	1249579304221999105	recently health minister sl pavithra wanniarachchi say patient die covid-19 cremate tenet islam contravention guideline disposal dead body issue allow burial @user	0
136	1241852053091160065	washington vast intervention drive terrify % daily increase coronavirus case end sight httpurl	0
137	1241180993945571329	america grocery store worker line coronavirus pandemic help nation m resident alive feed uncertain frightening time httpurl	0
138	1239262457065099264	year jst mnth old trouble decade   agreement oo rip d dead quick recovery sick n injure & god console bereave festac satellite town abule ado bethlehem lagos coronavirus	0
139	1246014598207041536	nationwide lockdown india # coronavirus deal body blow country neediest long back narendra modi httpurl	0
140	1245763691812802560	tellimer kenya covid-19 propose tax cut permanent fiscal deficit concern kenya national treasury confirm measure propose deal impact covid-19would permanent positivefor economy httpurl	0
141	1241813747611697152	syria report coronavirus case week rumour outbreak country mean regime area @user httpurl	1
142	1235540066832986112	fm say scottish budget include increase funding nhs social care resource intensive focus get people discharge appropriately particular focus give coronavirus outbreak # fmqs	0
143	1241567592386457600	@user confirm positive case covid-19 county make total confirm case covid-19 santa barbara county time read httpurl httpurl	1
144	1236088972679528454	@user russia secretive vector lab study virus etc fire kind incident nov . month later admittedly far away coronavirus pop wuhan say	0
145	1236132988599128064	hawaii lt . gov . josh green call pause cruise ship travel united states grand princess passenger test positive covid-19 island state	1
146	1245913939906453504	lady gentleman hand johnny covid underlie comorbiditie	0
147	1245660619962896384	@user issue beg issue country people ventilator country like ukraine anymore increase case covid-19	0
148	1247596569085476864	pretty certain thingee boris johnson tonight propaganda exercise produce backroom number cumming et al write #	0
149	1236102540665577474	new case coronavirus korea total case korea death relate coronavirus patient recover discharge hospital case - infection httpurl	1
150	1245785118939152385	global figure coronavirus case excede death 51k plus want social gathering congregational prayer save stay home observe social physical distancing kindly spread word httpurl	1
151	1245799233212555267	nigerian nurse die contract covid19 course duty care client covid-19 virus miami rip great angel @user httpurl	1
152	1237765564321447936	@user @user seasonal flu kill roughly percent people covid-19 time fatal far dangerous sars virus rip china kill percent patient	0
153	1247816371360104450	@user @user figure see icu admission covid-19 hospital admission tell stand mar yesterday total death rise % day assume fair proportion die icus	1
154	1244541568343777287	death british doctor covid-19 intensify pressure minister accelerate supply # ppe uk doctor die u.k . medic die story publish httpurl	1
155	1237177657571368960	@user rally michigan bernie blame establishment # teamtrump further plan distract voter mishandle coronavirus outbreak night # supertuesday2 u.s . coronavirus case report state infect httpurl	1
156	1246715821696536576	covid-19 unleashed headwind deeply impact airline hospitality sector pose major risk job security workforce employ country private airport operator # ommcomnew httpurl	0
157	1248737788943450112	coronavirus test reveal recover available week fauci say people work httpurl httpurl	0
158	1248735113447460867	uch cmd reveal patient overcome covid-19 infection quickly httpurl @user @user return work test negative action tandem ncdc guideline second test stay home	0
159	1241455968770293767	beloved italy beautiful spain   spain coronavirus cases leap hour china italy httpurl	1
160	1251945735651643392	usd price kq ask flight nairobi london incl covid test negative board make minimum refund test positive	0
161	1242445320619020288	right suspect include measure draft version legislation circulate input trialballoon fly cdnpoli	0
162	1241032704755466240	@user trump lie ass stem spread virus shut border ignore spread case test today ny case covid19 new positive case case nyc % hospitalize	1
163	1241096885982695428	case covid19 investigate south carolina greenville county notify additional case today bring county total	1
164	1236140623473848322	omg bad china hide datum > week send sample # coronavirus victim wk alert # case unusual pneumonia # wuhan city m market infect work & million shop shut	1
165	1250035925704478722	weekly actual death wales & england yrs green yr 3rd april black expect death cv total covid death announce week uk indicate actual death rate % high announce httpurl	1
166	1250731064965730305	belagavi 3rd high case k'taka testing lab uttar k'taka region bgv badly lab # @user @user @user httpurl	0
167	1242950839230054401	australia take neoliberal path let worker bankrupt covid-19 tell @user need rent mortgage freeze month nationwide gauranteed basic income	0
168	1244468889037074432	# icymi friday reveal nsw domestic violence frontline worker see devastating effect # coronavirus client ' life survey @user find survey report increase client number thedrum httpurl	0
169	1247117045629693952	lagos state commissioner health confirm year old man die coronavirus lagos state death announce professor akin abayomi twitter today april httpurl	1
170	1247421368964132864	tuscumbia normally fly certain holiday giant u.s . flag hang north main street colbert county courthouse lift spirit resident cope fallout coronavirus pandem httpurl	0
171	1246751483502055425	httpurl new coronavirus positive case report city sunday old man old male accord tweet health & family welfare department government odisha # coronavirusupdate	1
172	1245937080557068289	st . louis mo kmov beloved eureka high school guidance counselor die covid-19	1
173	1236104151416721408	oklahoma confirm case coronavirus tulsa county httpurl # smartnew	1
174	1245206457336938497	dem dem want standby update covid-19 start dem anxiety line ministry health wellness jamaica provide update covid-19 dem cyah manage dat jus tweet number update 5o positive	1
175	1244948352577478656	sport body state come fight virus arch rival mohun bagan contribute rs lakh # bengalfightscorona httpurl	0
176	1246934929029685251	late coronavirus florida confirm case new total death report statewide central florida case include tenth tsa worker orlando international airport new death sunday evening httpurl	1
177	1236120017025912832	fight stigma bhutan bar tourist coronavirus case india total hit government impose week ' restriction incoming tourist immediate effect bhutan health ministry say statement httpurl	1
178	1245430965574356993	people walk planet recover covid-19 immune like demi god stride confidently rest cower	1
179	1236090108476088322	incompetence plus corruption equal gop trump administration & gop congress suffer die america expel public office # coronavirus	0
180	1236142335848640512	m icu admission usa icu bed entire country & patient occupy icu bed week patient need icu non # coronavirus patient die #	0
181	1241175671646404609	man downer morning say case covid-19 say case spread fast data flux depend collect hope fear	1
182	1247382897784287233	usa & south korea coronavirus case day january vastly different strategy take government today korea case total despite high population density usa death & case #	1
183	1241159758683484166	break fairfax county health department confirm man crossroad baptist church bailey crossroad test positive covid-19	1
184	1236109824561156096	update @user maryland @user detail new information coronavirus case confirm maryland official httpurl httpurl	1
185	1241551271653445632	late update # coronavirus # @user death infection people infect world die accord reuters tally	1
186	1236113819207782400	hand tollbooth south korea south korea # kapshikatshida # southkorea # killthevirus # coronavirus # covid19 # stayhealthy httpurl	0
187	1246673588880433154	embassy myanmar # yangon urge citizen opportunity leave country specially arrange # repatriation flight april sanfrancisco available seat # coronavirus # covid_19 country case & death far httpurl	1
188	1241183495302471680	trump cure coronavirus aids cancer day medium	0
189	1236119243847921665	china saturday report new import case covid19 previous day iran gansu italy beijing iran shanghai spain guangdong bring total number import infection httpurl	1
190	1241562508005179399	nyc people % minnesota m mn positive case % nyc total mn death today nyc mn hospitalize test scarce hard compare place nyc radically bad	1
191	1241691345405841408	islamic republic lie % process sanction dead infected 3_linking virus biological attack # khameneivirus	0
192	1241191106261528576	comparison mean no2 emission nyc left prior right httpurl httpurl	0
193	1236089747816230916	cnbc vp pence say coronavirus case california grand princess cruise ship httpurl trump party margo largo call hoax	1
194	1240329236285665282	cough fever difficulty breathing notify suspect patient covid19 nasopharyngeal swab send nih islamabad dho office mardan refuse quarantine dhq hospital mardan prefer stay home >	1
195	1236079177268330498	day thursday p.m. et cancel himss20 coronavirus health social media & vr base conference socialvr himss20 3rd str8 year httpurl # himsssustainability   virtualhimss20 # oculusqu # coronavirus httpurl	0
196	1241568044348059648	case covid-19 march pm edt canada number confirm case number probable case number death	1
197	1236145818593263617	rw nut include hannity tom cotton acutully put conspiracy theory china intentionally coronavirus coronvirus study virtually shut city china blame obama	0
198	1241673946510036993	lakhani hospital north nazimabad near zia uddin hospital test covid_19 free cost confirm # karachi	0
199	1251729440708587520	  like usp republicans want privatize   wonder mar lago shadow va leader think veteran & health care worker ' death price pay speed privatization   trump war va workers expose coronavirus httpurl	0
200	1236134706350936071	trump kudlow say covid contain case mn ok ct ky ne contain 4th case tonight case contain @user @user @user maga httpurl	1
201	1236090982850052097	white wine celebrate birthday today.could death sentence explode coronavirus)&trump charge.goe damage tornados&than cdc red hat on.thing america trump want center attention	0
202	1246022432416247809	today midday national prison radio audience hear interview @user chief executive @user explain people approach end sentence operate outbreak httpurl	0
203	1245900761810288645	death covid19 continue rise trinidad tobago trend rate percent break go feel pain hear fellow countryman die day day right	0
204	1248732523980603392	policymaker engineer recovery coronavirus read thought sonal desai httpurl	0
205	1241452863936700416	hour death italy relate coronavirus covid-19 let uk trend compare italy ah httpurl	1
206	1245872701316706304	uv hear good high temp leave car window sunny fl maybe hot kill land outside mask	0
207	1241609263048359942	week podcast heaven roman mars singe obscure song reply cover recent super tech support segment time hand washing week podcast hell ira glass self quarantining shake hand test positive covid-19	1
208	1236092214662402048	apparently scottsdale night club test positive coronavirus ot club rat better come correct approach wash ur handsssssss	1
209	1241552948993363970	gaza authority confirm covid-19 case palestinians return pakistan hold quarantine return near egyptian border expert warn epidemic gaza likely disastrous httpurl	1
210	1246364874604716032	ajk 1st covid-19 patient 45yrs old resident sudhnoti return taftan fully recover test consecutive day test allow home mirpur isolation hospital let pray remain patient recover rapidly	1
211	1236155890123694080	total confirmed case # coronavirus southkorea jump & death south korean condemn government scapegoate religious group open border china httpurl # southkorea httpurl	1
212	1245959717853237254	yesterday hubei province announce honor martyr pandemic liwenliang ophthalmologist police punish try warn colleague virus ultimately kill httpurl	0
213	1238896541705932802	spida post video update donovan mitchell say thing go recovery coronavirus   @user httpurl # nba	0
214	1247237950641000451	@user ask story jail inmate test positive covid-19 rikers island michael tyson die tyson jail parole violation httpurl	1
215	1243773988234342400	old patient s korea aged recover pretty day treatment body temp go normal pneumonia remission doctor wait negative test result httpurl	1
216	1248911574930161665	coronavirus nhs worker die coronavirus health sec say ppe blame < risk hospital nhs worker infect way travel work shopping home exercise etc # coronavirus # httpurl	1
217	1241784432710676480	oh @user beshear yarmuth rand paul attend event people test positive covid-19 httpurl day ago senator infect negotiate relief bill # covid19us	1
218	1235395965047263237	update covid_19 figure include country % recover china % recover far original american source datum john hopkins csse available refer source httpurl # coronavirusupdate coronaviruscanada # cdnpoli httpurl	0
219	1236179941303017472	american death # coronavirus outside washingtonstate report people florida die # punktrump campaign fundraiser maralago moment imagine obama potu nationalcrisis	1
220	1246762678196015104	sars cov1 corona virus outbreak last year china sars civ2 covid corona virus intense longer year eradicate	0
221	1244670248885858304	trust saquib nisar kkb nai ju kiya hai trust government fund shame  	0
222	1235570279654363137	king co. advise high risk resident stay home covid-19 death toll reach kpic httpurl w/ ecosearch news httpurl web httpurl	1
223	1236101701658128385	hampton virginia veterans affairs # va restrict build entry point # coronavirus concern httpurl	0
224	1244662295415918592	second weekly town hall covid19 & # homelessness address challenge people live outdoors panel feature hch leader jim withers md @user & james o'connell md @user register & join p.m. ct april httpurl httpurl	0
225	1246404234246909953	people test positive novel corona virus kashmir total case jammu kashmir reach gns kashmir # # coronavirus	1
226	1241568230214262785	case coronavirus confirm australia nsw case victoria queensland # covid_19australia	1
227	1246707712479473664	childcare centre safe blacktown rose sharon centre people- staff & child confirm covid-19 saturday people close contact confirm case diagnose virus close covid19au	1
228	1241731282444390400	number death link scotland rise yesterday know case rise hour httpurl	1
229	1236161153912332294	hawaii case # coronavirus devote hour hawaii currently capacity test official try retrace step tourist cruise ship disembark hilo & test positive virus affect	1
230	1244706458102452224	current circumstance result covid-19 move ecojustice conference schedule october fall learn httpurl httpurl	0
231	1236114176067506176	total people test positive covid-19 history travel philippines taiwan japan australia usa	1
232	1251340811847041026	@user sister er physician contract covid19 work patient test negative able work & hospital employ independent contractor pay check week cut hour low census	1
233	1242740022207381504	pcr test available testing necessary people test doctor recommendation patient recover coronavirus reteste discharge hospital httpurl	0
234	1248036546906857472	boycott smithfield foods plant sioux falls covid-19 case % case south dakota continue protect worker production continue people httpurl	1
235	1241200057174589440	past hr people italy die covid_19 virus death toll rise exclusive scene italy lockeddown week stay home & self isolate # coronaviruspandemic coronaviruspakistan httpurl	1
236	1245674960158257153	> death illness coronavirus # pandemic painful week accord president donald # trump dowjone lose point % close s&p fall point % future httpurl	0
